Tag;Wochentag;Airline Code;Airline Name;Flugnummer;Bewegungsart LSV;Dest 3-Letter;City;ATA_ATD_ltc_Time;STA_STD_ltc_Time;Piste;PAX
29.07.2018;So;ST;Germania Fluggesellschaft mbH;ST4933;L;PMI;Mallorca;09:00:15;09:05:00;34;145
29.07.2018;So;SU;PJSC «Aeroflot»;SU2390;L;SVO;Moscow;12:14:55;12:25:00;14;130
29.07.2018;So;SU;PJSC «Aeroflot»;SU2391;S;SVO;Moscow;13:25:57;13:25:00;16;135
29.07.2018;So;SU;PJSC «Aeroflot»;SU2392;L;SVO;Moscow;20:46:38;20:55:00;28;139
29.07.2018;So;SU;PJSC «Aeroflot»;SU2393;S;SVO;Moscow;22:29:06;22:35:00;32;160
29.07.2018;So;TG;Thai Airways International Ltd.;TG970;L;BKK;Bangkok;07:54:03;07:50:00;34;332
29.07.2018;So;TG;Thai Airways International Ltd.;TG971;S;BKK;Bangkok;13:50:52;13:30:00;16;372
29.07.2018;So;TK;Turkish Airlines Inc. Stationsleitu;TK1907;L;IST;Istanbul;10:14:33;09:15:00;14;144
29.07.2018;So;TK;Turkish Airlines Inc. Stationsleitu;TK1908;S;IST;Istanbul;11:26:55;10:10:00;28;174
29.07.2018;So;TK;Turkish Airlines Inc. Stationsleitu;TK1909;L;IST;Istanbul;18:38:57;18:35:00;14;170
29.07.2018;So;TK;Turkish Airlines Inc. Stationsleitu;TK1910;S;IST;Istanbul;19:34:41;19:30:00;16;172
29.07.2018;So;TK;Turkish Airlines Inc. Stationsleitu;TK1911;L;IST;Istanbul;22:09:34;22:15:00;28;151
29.07.2018;So;TK;Turkish Airlines Inc. Stationsleitu;TK1912;S;IST;Istanbul;07:43:39;07:40:00;32;179
29.07.2018;So;TK;Turkish Airlines Inc. Stationsleitu;TK1913;L;IST;Istanbul;13:34:56;13:40:00;14;164
29.07.2018;So;TK;Turkish Airlines Inc. Stationsleitu;TK1914;S;IST;Istanbul;14:44:57;14:40:00;16;175
29.07.2018;So;TP;TAP Portugal;TP921;S;OPO;Porto;18:26:33;18:00:00;28;87
29.07.2018;So;TP;TAP Portugal;TP922;L;OPO;Porto;10:47:08;10:35:00;14;78
29.07.2018;So;TP;TAP Portugal;TP923;S;OPO;Porto;11:46:28;11:20:00;28;100
29.07.2018;So;TP;TAP Portugal;TP924;L;OPO;Porto;17:25:58;17:15:00;14;91
29.07.2018;So;TP;TAP Portugal;TP926;L;LIS;Lisbon;18:23:15;17:10:00;14;167
29.07.2018;So;TP;TAP Portugal;TP927;S;LIS;Lisbon;19:14:06;18:00:00;16;155
29.07.2018;So;TP;TAP Portugal;TP928;L;LIS;Lisbon;22:53:19;22:40:00;28;139
29.07.2018;So;TP;TAP Portugal;TP929;S;LIS;Lisbon;06:30:00;06:20:00;32;128
29.07.2018;So;TP;TAP Portugal;TP931;S;LIS;Lisbon;13:29:29;13:30:00;28;138
29.07.2018;So;TP;TAP Portugal;TP932;L;LIS;Lisbon;12:29:45;12:40:00;14;154
29.07.2018;So;UA;United Airlines Inc.;UA044;L;SFO;San Francisco;10:00:29;10:10:00;14;138
29.07.2018;So;UA;United Airlines Inc.;UA045;S;SFO;San Francisco;09:50:21;09:50:00;16;219
29.07.2018;So;UA;United Airlines Inc.;UA052;L;IAD;Washington;07:42:20;08:05:00;34;194
29.07.2018;So;UA;United Airlines Inc.;UA053;S;IAD;Washington;12:39:11;11:50:00;28;218
29.07.2018;So;UA;United Airlines Inc.;UA134;L;EWR;New York;09:00:37;08:30:00;34;215
29.07.2018;So;UA;United Airlines Inc.;UA135;S;EWR;New York;11:18:44;10:10:00;16;235
29.07.2018;So;UX;Air Europa Líneas Aéreas S.A.U.;UX1671;L;MAD;Madrid;17:12:17;17:10:00;14;116
29.07.2018;So;UX;Air Europa Líneas Aéreas S.A.U.;UX1672;S;MAD;Madrid;18:30:43;18:30:00;28;93
29.07.2018;So;UX;Air Europa Líneas Aéreas S.A.U.;UX1675;L;MAD;Madrid;09:39:45;09:50:00;14;112
29.07.2018;So;UX;Air Europa Líneas Aéreas S.A.U.;UX1676;S;MAD;Madrid;10:49:55;10:50:00;28;101
29.07.2018;So;VY;Vueling Airlines S.A.;VY2170;L;AGP;Malaga;15:20:05;15:15:00;14;167
29.07.2018;So;VY;Vueling Airlines S.A.;VY2171;S;AGP;Malaga;15:58:00;15:55:00;28;158
29.07.2018;So;VY;Vueling Airlines S.A.;VY6246;L;BCN;Barcelona;08:53:43;08:55:00;34;182
29.07.2018;So;VY;Vueling Airlines S.A.;VY6247;S;BCN;Barcelona;10:06:59;09:35:00;28;185
29.07.2018;So;VY;Vueling Airlines S.A.;VY6248;L;BCN;Barcelona;19:32:41;19:50:00;14;162
29.07.2018;So;VY;Vueling Airlines S.A.;VY6249;S;BCN;Barcelona;20:50:35;20:35:00;32;169
29.07.2018;So;VY;Vueling Airlines S.A.;VY6930;L;FCO;Rome;21:45:16;21:15:00;28;173
29.07.2018;So;VY;Vueling Airlines S.A.;VY6931;S;FCO;Rome;22:25:43;22:05:00;32;83
29.07.2018;So;VY;Vueling Airlines S.A.;VY7580;L;OPO;Porto;12:48:53;13:00:00;14;149
29.07.2018;So;VY;Vueling Airlines S.A.;VY7581;S;OPO;Porto;06:22:12;06:10:00;32;164
29.07.2018;So;VY;Vueling Airlines S.A.;VY7982;S;LIS;Lisbon;14:35:08;14:20:00;28;158
29.07.2018;So;VY;Vueling Airlines S.A.;VY7983;L;LIS;Lisbon;20:57:11;20:50:00;28;179
29.07.2018;So;VY;Vueling Airlines S.A.;VY8348;L;PMI;Mallorca;15:56:41;15:55:00;14;177
29.07.2018;So;VY;Vueling Airlines S.A.;VY8349;S;PMI;Mallorca;16:38:24;16:35:00;28;169
29.07.2018;So;WK;Edelweiss Air AG;WK002;S;LAS;Las Vegas;16:14:00;15:15:00;34;307
29.07.2018;So;WK;Edelweiss Air AG;WK003;L;LAS;Las Vegas;14:37:13;13:30:00;14;251
29.07.2018;So;WK;Edelweiss Air AG;WK004;S;TPA;Tampa;17:50:00;17:30:00;16;304
29.07.2018;So;WK;Edelweiss Air AG;WK011;L;YVR;Vancouver;15:07:29;15:05:00;14;299
29.07.2018;So;WK;Edelweiss Air AG;WK014;S;YYC;Calgary;17:04:00;16:50:00;16;291
29.07.2018;So;WK;Edelweiss Air AG;WK024;S;CUN;Cancun;18:16:00;18:10:00;16;299
29.07.2018;So;WK;Edelweiss Air AG;WK033;L;HAV;Havana;16:44:22;16:00:00;14;283
29.07.2018;So;WK;Edelweiss Air AG;WK035;L;PUJ;Punta Cana;14:04:29;14:15:00;14;292
29.07.2018;So;WK;Edelweiss Air AG;WK130;S;HRG;Hurghada;12:47:00;12:45:00;16;152
29.07.2018;So;WK;Edelweiss Air AG;WK174;S;AYT;Antalya;23:06:41;22:35:00;34;163
29.07.2018;So;WK;Edelweiss Air AG;WK200;S;LPA;Gran Canaria;06:04:00;06:05:00;32;149
29.07.2018;So;WK;Edelweiss Air AG;WK201;L;LPA;Gran Canaria;15:12:24;15:15:00;14;160
29.07.2018;So;WK;Edelweiss Air AG;WK212;S;FUE;Fuerteventura;06:25:00;06:30:00;32;163
29.07.2018;So;WK;Edelweiss Air AG;WK213;L;FUE;Fuerteventura;15:21:56;15:30:00;14;159
29.07.2018;So;WK;Edelweiss Air AG;WK214;S;TFS;Tenerife;06:22:00;06:30:00;32;154
29.07.2018;So;WK;Edelweiss Air AG;WK215;L;TFS;Tenerife;15:42:13;15:50:00;14;164
29.07.2018;So;WK;Edelweiss Air AG;WK222;S;XRY;Jerez de la Forntera;16:10:00;16:10:00;28;154
29.07.2018;So;WK;Edelweiss Air AG;WK223;L;XRY;Jerez de la Forntera;22:42:52;22:25:00;28;152
29.07.2018;So;WK;Edelweiss Air AG;WK228;S;ACE;Lanzarote;13:58:00;13:55:00;16;154
29.07.2018;So;WK;Edelweiss Air AG;WK229;L;ACE;Lanzarote;23:05:35;22:45:00;28;162
29.07.2018;So;WK;Edelweiss Air AG;WK244;S;PMI;Mallorca;13:55:00;10:05:00;16;192
29.07.2018;So;WK;Edelweiss Air AG;WK245;L;PMI;Mallorca;18:51:07;14:45:00;14;209
29.07.2018;So;WK;Edelweiss Air AG;WK246;S;PMI;Mallorca;11:36:00;11:30:00;28;156
29.07.2018;So;WK;Edelweiss Air AG;WK247;L;PMI;Mallorca;16:25:28;15:55:00;14;172
29.07.2018;So;WK;Edelweiss Air AG;WK266;S;IBZ;Ibiza;18:15:00;17:55:00;28;156
29.07.2018;So;WK;Edelweiss Air AG;WK267;L;IBZ;Ibiza;22:56:10;22:50:00;28;171
29.07.2018;So;WK;Edelweiss Air AG;WK310;S;EDI;Edinburgh;06:12:00;06:10:00;32;158
29.07.2018;So;WK;Edelweiss Air AG;WK311;L;EDI;Edinburgh;11:44:06;11:40:00;14;167
29.07.2018;So;WK;Edelweiss Air AG;WK336;S;JTR;Santorini;16:55:00;16:25:00;16;150
29.07.2018;So;WK;Edelweiss Air AG;WK337;L;JTR;Santorini;23:55:18;22:55:00;28;138
29.07.2018;So;WK;Edelweiss Air AG;WK348;S;HER;Heraklion;08:55:00;08:50:00;28;154
29.07.2018;So;WK;Edelweiss Air AG;WK349;L;HER;Heraklion;15:32:29;15:30:00;14;164
29.07.2018;So;WK;Edelweiss Air AG;WK350;S;HER;Heraklion;16:56:45;16:10:00;28;163
29.07.2018;So;WK;Edelweiss Air AG;WK351;L;HER;Heraklion;22:57:23;22:50:00;28;153
29.07.2018;So;WK;Edelweiss Air AG;WK354;S;JMK;Mykonos;06:12:00;06:05:00;32;157
29.07.2018;So;WK;Edelweiss Air AG;WK355;L;JMK;Mykonos;12:39:26;12:30:00;14;156
29.07.2018;So;WK;Edelweiss Air AG;WK370;S;LCA;Larnarca;06:32:43;06:30:00;34;161
29.07.2018;So;WK;Edelweiss Air AG;WK371;L;LCA;Larnarca;14:46:00;14:45:00;14;162
29.07.2018;So;WK;Edelweiss Air AG;WK373;L;LCA;Larnarca;07:58:40;07:50:00;34;141
29.07.2018;So;WK;Edelweiss Air AG;WK386;S;OLB;Olbia;18:48:00;18:50:00;28;149
29.07.2018;So;WK;Edelweiss Air AG;WK387;L;OLB;Olbia;22:39:23;22:35:00;28;170
29.07.2018;So;WK;Edelweiss Air AG;WK388;S;CAG;Cagliari;06:40:00;06:40:00;34;149
29.07.2018;So;WK;Edelweiss Air AG;WK389;L;CAG;Cagliari;10:47:16;10:50:00;14;160
29.07.2018;So;WK;Edelweiss Air AG;WK398;S;CTA;Catania;18:12:00;17:55:00;28;159
29.07.2018;So;WK;Edelweiss Air AG;WK399;L;CTA;Catania;23:00:11;22:45:00;28;164
29.07.2018;So;WK;Edelweiss Air AG;WK402;S;PRN;Prishtina;06:50:00;06:40:00;32;180
29.07.2018;So;WK;Edelweiss Air AG;WK403;L;PRN;Prishtina;11:48:28;11:50:00;14;180
29.07.2018;So;WK;Edelweiss Air AG;WK404;S;PRN;Prishtina;17:43:00;16:55:00;28;171
29.07.2018;So;WK;Edelweiss Air AG;WK405;L;PRN;Prishtina;22:20:19;22:25:00;28;171
29.07.2018;So;WK;Edelweiss Air AG;WK406;S;PRN;Prishtina;17:27:00;16:55:00;28;166
29.07.2018;So;WK;Edelweiss Air AG;WK407;L;PRN;Prishtina;22:08:23;22:20:00;28;172
29.07.2018;So;WK;Edelweiss Air AG;WK438;S;SKP;Skopje;06:29:00;06:20:00;32;174
29.07.2018;So;WK;Edelweiss Air AG;WK439;L;SKP;Skopje;11:17:34;11:30:00;14;170
29.07.2018;So;WK;Edelweiss Air AG;WK444;S;VAR;Varna;06:45:00;06:40:00;34;163
29.07.2018;So;WK;Edelweiss Air AG;WK445;L;VAR;Varna;12:11:35;12:05:00;14;169
29.07.2018;So;WK;Edelweiss Air AG;WK1246;S;PMI;Mallorca;12:45:00;12:25:00;28;162
29.07.2018;So;WK;Edelweiss Air AG;WK1247;L;PMI;Mallorca;17:27:53;17:00:00;14;171
29.07.2018;So;WK;Edelweiss Air AG;WK1406;S;PRN;Prishtina;07:13:00;06:55:00;32;174
29.07.2018;So;WK;Edelweiss Air AG;WK1407;L;PRN;Prishtina;11:53:47;12:00:00;14;172
29.07.2018;So;WK;Edelweiss Air AG;WK1408;S;PRN;Prishtina;11:44:00;11:35:00;28;174
29.07.2018;So;WK;Edelweiss Air AG;WK1409;L;PRN;Prishtina;16:57:39;17:00:00;14;171
29.07.2018;So;WY;Oman Air S.A.O.C.,;WY153;L;MCT;Muscat;19:43:59;19:25:00;14;190
29.07.2018;So;WY;Oman Air S.A.O.C.,;WY154;S;MCT;Muscat;21:53:05;21:55:00;32;272
29.07.2018;So;XQ;Sunexpress Günes Express Havaclilk;XQ120;L;AYT;Antalya;17:48:50;17:45:00;14;179
29.07.2018;So;XQ;Sunexpress Günes Express Havaclilk;XQ121;S;AYT;Antalya;19:12:30;18:40:00;28;178
29.07.2018;So;XQ;Sunexpress Günes Express Havaclilk;XQ121A;S;AYT;Antalya;11:59:35;11:00:00;28;178
29.07.2018;So;XQ;Sunexpress Günes Express Havaclilk;XQ122;L;AYT;Antalya;15:28:21;14:55:00;14;181
29.07.2018;So;XQ;Sunexpress Günes Express Havaclilk;XQ123;S;AYT;Antalya;16:22:11;15:45:00;28;189
29.07.2018;So;XQ;Sunexpress Günes Express Havaclilk;XQ124;L;AYT;Antalya;10:25:17;08:45:00;14;188
29.07.2018;So;XQ;Sunexpress Günes Express Havaclilk;XQ125;S;AYT;Antalya;11:43:56;09:35:00;28;188
29.07.2018;So;XQ;Sunexpress Günes Express Havaclilk;XQ960;L;ADB;Izmir;09:46:53;09:35:00;14;156
29.07.2018;So;XQ;Sunexpress Günes Express Havaclilk;XQ961;S;ADB;Izmir;11:04:33;10:25:00;28;185
29.07.2018;So;YM;Montenegro Airlines;YM150;L;TGD;Podgorica;14:32:03;14:30:00;14;102
29.07.2018;So;YM;Montenegro Airlines;YM151;S;TGD;Podgorica;15:19:32;15:10:00;16;109
